                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 2.0372,                 2.3926,                  1.655,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.9948,                 2.0153,                 1.5898,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00101,                0.00101,                0.00101
                     53,                 1.9211,                 1.9589,                 1.5435,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.8316,                 2.0754,                 1.5287,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.9426,                 1.9997,                  1.562,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.9797,                 2.2603,                 1.6135,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0009308,              0.0009308,              0.0009308
                     57,                  2.036,                 2.0449,                 1.8013,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000911,               0.000911,               0.000911
                     58,                 1.9371,                 2.2917,                 1.6142,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0008912,              0.0008912,              0.0008912
                     59,                  2.071,                 2.4942,                  1.894,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.8817,                 1.8936,                 1.4605,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.9058,                 2.3046,                  1.543,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0008318,              0.0008318,              0.0008318
                     62,                 2.1117,                 2.1196,                 1.6829,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000812,               0.000812,               0.000812
                     63,                 1.9729,                 1.9874,                 1.6104,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.9144,                 1.7806,                 1.6005,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0007724,              0.0007724,              0.0007724
                     65,                 2.2045,                 2.4478,                 1.8682,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0007526,              0.0007526,              0.0007526
                     66,                 2.1498,                 2.2782,                 2.0075,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.7873,                 2.0085,                 1.5495,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000713,               0.000713,               0.000713
                     68,                 2.0386,                 2.2314,                 1.7547,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0006932,              0.0006932,              0.0006932
                     69,                 2.0384,                 2.0971,                  1.706,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.7807,                  2.064,                 1.5768,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0006536,              0.0006536,              0.0006536
                     71,                 1.8991,                 1.8711,                 1.5103,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.9611,                 1.9918,                  1.541,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000614,               0.000614,               0.000614
                     73,                 1.7745,                 2.0367,                 1.4982,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.9413,                 1.9567,                 1.6367,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.8379,                   1.95,                 1.4711,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.9079,                 1.9372,                 1.5461,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0005348,              0.0005348,              0.0005348
                     77,                  2.028,                 2.2059,                 1.5901,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000515,               0.000515,               0.000515
                     78,                 1.8943,                 2.0745,                 1.5713,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.9437,                 2.0788,                 1.7284,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.9363,                 1.9345,                 1.6283,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0004556,              0.0004556,              0.0004556
                     81,                 1.9146,                 2.0418,                 1.7138,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.9824,                 1.9841,                 1.5748,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000416,               0.000416,               0.000416
                     83,                 1.9312,                 1.9166,                 1.4965,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.8921,                 1.9368,                  1.491,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0003764,              0.0003764,              0.0003764
                     85,                 2.1755,                 2.1767,                 1.9094,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.8891,                 1.8428,                 1.5773,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.9581,                  1.929,                 1.6846,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000317,               0.000317,               0.000317
                     88,                 1.7231,                 1.7763,                 1.4451,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0002972,              0.0002972,              0.0002972
                     89,                 1.9653,                 2.0273,                  1.575,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.9427,                 1.8768,                   1.63,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.8961,                 2.0673,                 1.5084,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0002378,              0.0002378,              0.0002378
                     92,                  1.961,                 2.2657,                 1.6952,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000218,               0.000218,               0.000218
                     93,                 1.8797,                 2.1258,                 1.6922,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.8151,                 2.2714,                 1.6528,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.9072,                 2.0416,                 1.7119,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0001586,              0.0001586,              0.0001586
                     96,                 1.7536,                   2.07,                 1.4516,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.9028,                 2.0889,                 1.6274,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000119,               0.000119,               0.000119
                     98,                 1.8262,                 2.0335,                 1.6194,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.7143,                 2.0989,                 1.4501,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.7553,                 2.1095,                 1.6195,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               5.96e-05,               5.96e-05,               5.96e-05
