                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.1411,                0.61829,                 1.2734,                0.33333,                0.00056,                0.16694,                0.13356,                    nan,                    nan,                    nan,             0.00089141,             0.00089141,             0.00089141
                     22,                 1.1158,                0.59055,                  1.262,                0.65739,                0.00056,                0.08431,                0.06744,                    nan,                    nan,                    nan,             0.00086312,             0.00086312,             0.00086312
                     23,                 1.1267,                0.59703,                 1.2695,                0.99075,                0.00056,                0.08431,                0.07587,                    nan,                    nan,                    nan,             0.00083482,             0.00083482,             0.00083482
                     24,                 1.1171,                0.58087,                 1.2634,                0.65754,                0.00056,                0.05676,                0.05108,                    nan,                    nan,                    nan,             0.00080653,             0.00080653,             0.00080653
                     25,                 1.1017,                0.56953,                 1.2615,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00077823,             0.00077823,             0.00077823
                     26,                 1.1223,                0.58395,                 1.2604,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00074994,             0.00074994,             0.00074994
                     27,                 1.0951,                0.56423,                  1.243,                0.32399,                0.00056,                0.04299,                0.03869,                    nan,                    nan,                    nan,             0.00072164,             0.00072164,             0.00072164
                     28,                 1.0852,                0.56284,                 1.2401,                0.65759,                0.00056,                0.04299,                0.03869,                    nan,                    nan,                    nan,             0.00069335,             0.00069335,             0.00069335
                     29,                 1.0783,                0.55797,                 1.2418,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00066506,             0.00066506,             0.00066506
                     30,                 1.1122,                 0.5664,                  1.245,                0.33333,                0.00056,                0.16694,                0.16694,                    nan,                    nan,                    nan,             0.00063676,             0.00063676,             0.00063676
                     31,                 1.0781,                0.54533,                 1.2285,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00060847,             0.00060847,             0.00060847
                     32,                 1.0637,                0.53934,                 1.2453,                0.33333,                0.00056,                0.16694,                0.16694,                    nan,                    nan,                    nan,             0.00058017,             0.00058017,             0.00058017
                     33,                 1.0706,                0.54096,                 1.2376,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00055188,             0.00055188,             0.00055188
                     34,                  1.091,                0.53468,                 1.2352,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00052359,             0.00052359,             0.00052359
                     35,                 1.0426,                0.52025,                 1.2224,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00049529,             0.00049529,             0.00049529
                     36,                  1.044,                0.51827,                 1.2087,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,               0.000467,               0.000467,               0.000467
                     37,                 1.0464,                0.50922,                 1.2106,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,              0.0004387,              0.0004387,              0.0004387
                     38,                 1.0364,                0.50973,                  1.229,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00041041,             0.00041041,             0.00041041
                     39,                 1.0335,                0.50657,                 1.2141,                0.33333,                0.00056,                0.16694,                0.16694,                    nan,                    nan,                    nan,             0.00038211,             0.00038211,             0.00038211
                     40,                 1.0229,                 0.4956,                 1.2041,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00035382,             0.00035382,             0.00035382
                     41,                 1.0067,                0.43604,                 1.2172,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00032553,             0.00032553,             0.00032553
                     42,                0.99818,                0.43284,                 1.2081,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00029723,             0.00029723,             0.00029723
                     43,                0.98674,                0.42451,                 1.1951,                0.33333,                0.00056,                0.16694,                0.16694,                    nan,                    nan,                    nan,             0.00026894,             0.00026894,             0.00026894
                     44,                0.97669,                0.41838,                 1.1972,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00024064,             0.00024064,             0.00024064
                     45,                 0.9771,                0.41163,                 1.1927,                0.33333,                0.00056,                0.16694,                0.16694,                    nan,                    nan,                    nan,             0.00021235,             0.00021235,             0.00021235
                     46,                0.96911,                0.40669,                    1.2,                0.33333,                0.00056,                0.16694,                0.16694,                    nan,                    nan,                    nan,             0.00018406,             0.00018406,             0.00018406
                     47,                0.96222,                0.40329,                 1.1933,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00015576,             0.00015576,             0.00015576
                     48,                0.95281,                0.39961,                 1.1833,                0.33333,                0.00056,                0.16694,                0.15025,                    nan,                    nan,                    nan,             0.00012747,             0.00012747,             0.00012747
                     49,                0.95163,                0.39869,                 1.1762,                0.33333,                0.00056,                0.16694,                0.16694,                    nan,                    nan,                    nan,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     50,                0.94167,                0.39246,                 1.1767,                0.33333,                0.00056,                0.16694,                0.16694,                    nan,                    nan,                    nan,             7.0878e-05,             7.0878e-05,             7.0878e-05
